author,year,journal,species,other_var_name,other_var_num_value,other_var_num_units,other_var_factor_value,date,season,plot,d18O_permil_plant,d2H_permil_plant,xylem,plant_tissue,item_source,OBS1,OBS2
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),5.443100186,m,Small,201710,wet,NA,-4.197268834,-36.60699662,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),9.167326629,m,Small,201710,wet,NA,-3.63253854,-37.34251034,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),18.43014624,m,Small,201710,wet,NA,-5.625748212,-39.14872447,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),30.0802905,m,Big,201710,wet,NA,-3.753371922,-32.6355281,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),32.27662917,m,Big,201710,wet,NA,-2.800463993,-34.43986011,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),34.7912778,m,Big,201710,wet,NA,-4.042710265,-33.83382092,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),42.23973068,m,Big,201710,wet,NA,-2.77844589,-26.28758833,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),42.23973068,m,Big,201710,wet,NA,-2.77844589,-26.28758833,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),45.35916822,m,Big,201710,wet,NA,-3.624882007,-30.13221147,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),49.14705665,m,Big,201710,wet,NA,-4.472239816,-35.39616032,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),55.00395978,m,Big,201710,wet,NA,-4.810059618,-39.40086871,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),69.32790763,m,Big,201710,wet,NA,-4.550110158,-36.60247611,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),4.806480281,m,Small,201709,wet,NA,-5.371494377,-42.22780789,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),9.040002648,m,Small,201709,wet,NA,-3.999331406,-36.33365856,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),30.0802905,m,Big,201709,wet,NA,-4.337166807,-37.4057648,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),32.27662917,m,Big,201709,wet,NA,-5.511866711,-46.52746655,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),43.25832253,m,Big,201709,wet,NA,-5.71160367,-43.931529,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),45.35916822,m,Big,201709,wet,NA,-4.660017813,-43.27370224,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),49.14705665,m,Big,201709,wet,NA,-3.854916267,-36.74517559,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),4.710987296,m,Small,201709,wet,NA,-3.877289892,-40.94352508,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),5.443100186,m,Small,201709,wet,NA,-7.274090332,-58.80194287,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),18.43014624,m,Small,201709,wet,NA,-2.96312786,-31.88103308,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),26.61071202,m,Big,201709,wet,NA,-4.559483897,-38.09276609,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),30.0802905,m,Big,201709,wet,NA,-4.69053159,-38.2660933,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),32.27662917,m,Big,201709,wet,NA,-4.482423366,-37.13699561,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),34.7912778,m,Big,201709,wet,NA,-4.495029899,-39.50292725,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),42.23973068,m,Big,201709,wet,NA,-6.740327276,-58.95058747,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),45.35916822,m,Big,201709,wet,NA,-7.141591491,-60.56842628,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),49.14705665,m,Big,201709,wet,NA,-6.219463026,-45.72820879,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),55.00395978,m,Big,201709,wet,NA,-6.539098262,-52.73487385,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),64.04396242,m,Big,201709,wet,NA,-6.653098337,-47.3776052,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Fagus sylvatica,Tree size (diameter),69.32790763,m,Big,201709,wet,NA,-4.131134412,-37.75499974,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201704,wet,NA,-3.702237692,-43.13422122,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201708,dry,NA,-5.904249343,-50.25753733,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201708,dry,NA,-4.239930744,-44.70572783,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201708,dry,NA,-4.890022026,-49.85166078,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201708,dry,NA,-6.361132312,-52.0892282,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201708,dry,NA,-5.055825386,-48.48168243,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201708,dry,NA,-7.478912277,-57.73998097,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201708,dry,NA,-5.017227323,-47.1622612,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201708,dry,NA,-4.891586977,-42.57866659,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201708,dry,NA,-5.374519706,-44.50923228,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201708,dry,NA,-5.663109909,-48.21380669,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201708,dry,NA,-4.741905647,-44.11620989,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201708,dry,NA,-5.73709094,-48.51273044,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201707,dry,NA,-4.885003762,-45.25910244,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201707,dry,NA,-5.454099284,-44.00165219,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201707,dry,NA,-5.771747429,-47.538564,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201707,dry,NA,-6.125727412,-49.15955627,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),34.28198187,m,Big,201707,dry,NA,-5.679670138,-44.72886653,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201707,dry,NA,-5.924792533,-50.23542825,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201707,dry,NA,-5.699866804,-48.2480349,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201707,dry,NA,-5.781657515,-51.14944945,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201707,dry,NA,-5.248329585,-44.45952618,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201707,dry,NA,-6.024962831,-53.83327416,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201707,dry,NA,-5.039342602,-48.64584201,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),34.28198187,m,Big,201707,dry,NA,-4.590279943,-41.10462649,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201707,dry,NA,-6.133821738,-52.32093769,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201706,dry,NA,-5.437337344,-44.76228081,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201706,dry,NA,-4.371047731,-43.6806243,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201706,dry,NA,-4.340433778,-40.18806258,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201706,dry,NA,-4.94836105,-41.07841122,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201706,dry,NA,-4.578137349,-41.99607843,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),34.28198187,m,Big,201706,dry,NA,-4.871197001,-45.189271,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201706,dry,NA,-5.827784482,-48.25942918,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201706,dry,NA,-5.812106442,-48.08080947,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201706,dry,NA,-4.184295479,-42.39185785,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201706,dry,NA,-5.609353241,-43.08718708,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201706,dry,NA,-6.921302986,-49.28290669,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201706,dry,NA,-5.636258099,-41.43012026,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),34.28198187,m,Big,201706,dry,NA,-5.725697808,-45.75046879,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201706,dry,NA,-5.552011471,-48.25536807,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201705,wet,NA,-4.722131208,-41.2426575,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201705,wet,NA,-3.069708472,-36.25622585,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201705,wet,NA,-6.400342765,-53.3930573,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201711,wet,NA,-5.398108866,-40.49413748,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201711,wet,NA,-5.649097698,-41.47971548,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201711,wet,NA,-4.159866463,-32.31825523,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201711,wet,NA,-6.195877409,-43.79451315,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),34.28198187,m,Big,201711,wet,NA,-5.653681987,-36.8589514,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201711,wet,NA,-5.1788438,-39.84759963,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201710,wet,NA,-4.684974693,-36.91854822,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201710,wet,NA,-3.891186034,-40.51857422,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201710,wet,NA,-1.203324604,-21.47218953,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201710,wet,NA,-4.823488637,-44.4771014,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),34.28198187,m,Big,201710,wet,NA,-6.264924261,-42.19685505,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201710,wet,NA,-6.056311494,-49.87749441,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),19.83071003,m,Big,201710,wet,NA,-4.95482533,-37.44019909,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201710,wet,NA,-4.218831124,-34.53334765,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201710,wet,NA,-5.016685903,-44.29126168,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),34.28198187,m,Big,201710,wet,NA,-4.287625306,-34.25403897,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201710,wet,NA,-7.435959482,-53.1349656,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201710,wet,NA,-7.435959482,-53.1349656,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201709,wet,NA,-3.870422915,-31.12536026,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201709,wet,NA,-5.170758179,-40.19520266,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201709,wet,NA,-4.505942556,-35.75195279,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),22.0588797,m,Big,201709,wet,NA,-4.07848569,-41.08413366,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),23.14113354,m,Big,201709,wet,NA,-6.062557826,-44.07519074,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),27.97944482,m,Big,201709,wet,NA,-4.770639063,-41.27705818,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Plage
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),30.0802905,m,Big,201709,wet,NA,-6.240636367,-53.38151596,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),34.28198187,m,Big,201709,wet,NA,-5.390269977,-43.22803854,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,South
Barbeta,2019,Hydrology and Earth System Sciences,Quercus robur,Tree size (diameter),35.01409476,m,Big,201709,wet,NA,-6.121233545,-51.19651112,yes,xylem,Data provided by author,Branch sampling selected. Plot ID in OBS2,Open
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201407,dry,Rustrel,-6.11,-64.3,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201507,dry,Rustrel,-5.19,-59.2,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201408,dry,Rustrel,-5.38,-60,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201408,dry,Rustrel,-5.13,-58.3,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow,201408,dry,Rustrel,-5.51,-59.5,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201408,dry,Rustrel,-4.54,-58.7,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow,201408,dry,Rustrel,-4.5,-61.4,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201408,dry,Rustrel,-5.52,-60.3,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow,201408,dry,Rustrel,-4.72,-58.1,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201412,dry,Rustrel,-6.56,-61.9,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow,201501,dry,Rustrel,-5.58,-55.8,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny - extremity of stem,201502,dry,Rustrel,-7.7,-74.1,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201502,dry,Rustrel,-7.78,-74.5,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201502,dry,Rustrel,-8.94,-82.9,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow,201502,dry,Rustrel,-8.58,-78.7,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201502,dry,Rustrel,-8.43,-76.9,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow,201502,dry,Rustrel,-7.21,-70.9,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201502,dry,Rustrel,-7.4,-72.3,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow - bottom of stem,201502,dry,Rustrel,-7.99,-74.7,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow - extremity of stem,201502,dry,Rustrel,-7.13,-71.1,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Sunny,201502,dry,Rustrel,-8.12,-79.1,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Quercus ilex,Sample type,99999,not applicable,Shadow,201502,dry,Rustrel,-8.05,-76.6,yes,xylem,Data provided,asumption that wet months are 3/4/5 and 9/10/11,NA
