author,year,journal,species,other_var_name,other_var_value,other_var_units,other_var_factor_value,label,label_class,label_depth,label_pool,date,season,plot,d18O_permil_source,d2H_permil_source,item_source,OBS1,OBS2
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-9,-53,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-9,-49,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-8,-51,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-8,-46,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-8,-46,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-8,-44,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-7,-42,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-7,-40,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-6,-38,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-6,-36,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-6,-34,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-5,-39,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,stream,stream,not applicable,not applicable,20100505,dry,Mature,-7,-45,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil lysimeter,soil,unknown,mobile,20100505,dry,Secondary,-4,-19,Fig6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil lysimeter,soil,unknown,mobile,20100505,dry,Secondary,-6,-30,Fig6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil lysimeter,soil,unknown,mobile,20100505,dry,Secondary,-9,-53,Fig6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil cv,soil,unknown,bulk,20100505,dry,Secondary,-5,-25,Fig6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil cv,soil,unknown,bulk,20100505,dry,Secondary,-4,-23,Fig6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil cv,soil,unknown,bulk,20100505,dry,Secondary,-4,-25,Fig6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil cv,soil,unknown,bulk,20100505,dry,Secondary,-4,-30,Fig6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil cv,soil,unknown,bulk,20100505,dry,Secondary,-4,-28,Fig6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-7,-37,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-8,-50,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-8,-52,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-9,-46,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-8,-43,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-7,-41,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-7,-43,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-8,-45,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,stream,stream,not applicable,not applicable,20100505,dry,Secondary,-7,-41,Fig 5.,NA,NA
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Soil_Pit_10_cm,soil,shallow,mobile,201505,dry,Rustrel,-4.43,-51.5,Data provided,NA,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Soil_Pit_20_cm,soil,shallow,mobile,201505,dry,Rustrel,-7.51,-60.8,Data provided,NA,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Soil_Pit_30_cm,soil,shallow,mobile,201505,dry,Rustrel,-9.26,-70.9,Data provided,NA,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Soil_Pit_40_cm,soil,deep,mobile,201505,dry,Rustrel,-9.3,-68.6,Data provided,NA,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Soil_Pit_10_cm,soil,shallow,mobile,201506,wet,Ventoux,-7.67,-60.7,Data provided,NA,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Soil_Pit_20_cm,soil,shallow,mobile,201506,wet,Ventoux,-9.37,-63.8,Data provided,NA,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Soil_Pit_30_cm,soil,shallow,mobile,201506,wet,Ventoux,-9.73,-67.6,Data provided,NA,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Soil_Pit_60_cm,soil,deep,mobile,201506,wet,Ventoux,-10.6,-66.4,Data provided,NA,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201406,wet,Rustrel,-8.58,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201412,wet,Rustrel,-8.4,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201505,wet,Rustrel,-8.21,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201404,dry,Rustrel,-8.13,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201406,dry,Rustrel,-7.87,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201406,dry,Rustrel,-8.36,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201407,dry,Rustrel,-8.37,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201407,wet,Rustrel,-8.25,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201407,dry,Rustrel,-8.18,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201407,dry,Rustrel,-8.11,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201709,wet,Rustrel,-8.04,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201709,wet,Rustrel,-8.21,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201410,wet,Rustrel,-8.14,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201410,wet,Rustrel,-8.28,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201410,wet,Rustrel,-8.26,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201410,wet,Rustrel,-8.16,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201411,wet,Rustrel,-8.44,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201411,wet,Rustrel,-8.5,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointC,groundwater,not applicable,not applicable,201410,wet,Rustrel,-8.09,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201405,wet,Rustrel,-8.01,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201405,wet,Rustrel,-7.8,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201405,wet,Rustrel,-7.82,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201406,dry,Rustrel,-7.8,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201406,dry,Rustrel,-7.72,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201406,dry,Rustrel,-7.85,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201407,dry,Rustrel,-7.74,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201407,dry,Rustrel,-7.8,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201407,dry,Rustrel,-7.92,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201407,dry,Rustrel,-7.84,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201409,wet,Rustrel,-7.77,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201409,wet,Rustrel,-7.75,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201409,wet,Rustrel,-7.71,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201410,wet,Rustrel,-7.83,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201410,wet,Rustrel,-7.96,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201410,wet,Rustrel,-7.65,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201410,wet,Rustrel,-7.76,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201411,wet,Rustrel,-7.74,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201411,wet,Rustrel,-8,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201507,dry,Rustrel,-7.85,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-PointD,groundwater,not applicable,not applicable,201511,wet,Rustrel,-7.83,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201408,dry,Ventoux,-9.6,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201407,dry,Ventoux,-9.4,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201407,dry,Ventoux,-9.4,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201407,dry,Ventoux,-9.4,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201408,dry,Ventoux,-9.9,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201408,dry,Ventoux,-9.6,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201408,dry,Ventoux,-9.5,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201409,wet,Ventoux,-9.4,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201409,wet,Ventoux,-9.3,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201409,wet,Ventoux,-9.3,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201410,wet,Ventoux,-9.33,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201411,dry,Ventoux,-9.39,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201412,dry,Ventoux,-9.3,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201507,dry,Ventoux,-9.39,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201502,dry,Ventoux,-9.6,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201503,wet,Ventoux,-9.4,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201504,wet,Ventoux,-9.72,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,20505,wet,Ventoux,-9.53,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Ctr,groundwater,not applicable,not applicable,201506,dry,Ventoux,-9.43,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201407,dry,Ventoux,-10.5,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201407,dry,Ventoux,-10.2,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201407,dry,Ventoux,-10,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201407,dry,Ventoux,-10,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201408,dry,Ventoux,-10.2,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201408,dry,Ventoux,-9.9,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201408,dry,Ventoux,-10.1,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201409,dry,Ventoux,-10,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201409,wet,Ventoux,-9.8,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201409,wet,Ventoux,-9.96,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201410,wet,Ventoux,-9.86,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201411,wet,Ventoux,-9.11,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201412,dry,Ventoux,-9.23,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201501,dry,Ventoux,-9.07,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201502,dry,Ventoux,-9.16,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201505,wet,Ventoux,-9.13,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201504,wet,Ventoux,-9.52,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
Carriere,2020,Data in Brief / Science of the Total Environment,Several,NA,99999,not applicable,NA,Groundwater-Spring-Mts,groundwater,not applicable,not applicable,201505,wet,Ventoux,-9.62,-52.03,Data provided,Analyzed with IRIS,asumption that wet months are 3/4/5 and 9/ 10/ 11
