author,year,journal,species,other_var_name,other_var_value,other_var_units,other_var_factor_value,label,label_class,label_depth,label_pool,date,season,plot,d18O_permil_source,d2H_permil_source,item_source,OBS1,OBS2
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil15,soil,shallow,bulk,19951201,dry,site 1,-1.69955,-18.0151,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil25,soil,shallow,bulk,19951201,dry,site 1,-2.97491,-25.84414,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil35,soil,deep,bulk,19951201,dry,site 1,-2.6802,-27.30279,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil125,soil,deep,bulk,19951201,dry,site 1,-3.46651,-29.87561,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil325,soil,deep,bulk,19951201,dry,site 1,-3.25473,-31.52987,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,groundwater,groundwater,not applicable,not applicable,19951201,dry,site 1,-4.3821,-30.39443,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,drainage water,stream,not applicable,not applicable,19951201,dry,site 1,-2.98852,-19.31214,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil5,soil,shallow,bulk,19960301,wet,site 1,1.03832,-18.84007,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil15,soil,shallow,bulk,19960301,wet,site 1,-1.61391,-24.95419,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil90,soil,deep,bulk,19960301,wet,site 1,-3.2349,-35.44981,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,groundwater,groundwater,not applicable,not applicable,19960301,wet,site 1,-3.58767,-31.83465,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,drainage water,stream,not applicable,not applicable,19960301,wet,site 1,0.66222,-6.88671,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil35,soil,deep,bulk,19960901,wet,site 1,-3.30653,-26.83673,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil225,soil,deep,bulk,19960901,wet,site 1,-3.63388,-30.5102,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,soil275,soil,deep,bulk,19960901,wet,site 1,-3.87469,-30.91837,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 1,groundwater,groundwater,not applicable,not applicable,19960901,wet,site 1,-3.47061,-28.87755,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil5,soil,shallow,bulk,19951201,dry,site 2,2.45833,-10.63158,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil15,soil,shallow,bulk,19951201,dry,site 2,-1.375,-20.7193,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil35,soil,deep,bulk,19951201,dry,site 2,-2.58333,-26.10965,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil90,soil,deep,bulk,19951201,dry,site 2,-2.83333,-28.66228,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil175,soil,deep,bulk,19951201,dry,site 2,-4.70833,-33.07018,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,groundwater,groundwater,not applicable,not applicable,19951201,dry,site 2,-3.41667,-29.35526,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,drainage water,stream,not applicable,not applicable,19951201,dry,site 2,-2.83333,-18.97807,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil25,soil,shallow,bulk,19960301,wet,site 2,-2.16667,-28.66667,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil50,soil,deep,bulk,19960301,wet,site 2,-3.29167,-31.91667,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil90,soil,deep,bulk,19960301,wet,site 2,-3.54167,-31.04825,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil125,soil,deep,bulk,19960301,wet,site 2,-3.83333,-41.96491,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil175,soil,deep,bulk,19960301,wet,site 2,-4,-33.10526,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil325,soil,deep,bulk,19960301,wet,site 2,-3.66667,-38.19298,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil375,soil,deep,bulk,19960301,wet,site 2,-3.25,-35.5,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,groundwater,groundwater,not applicable,not applicable,19960301,wet,site 2,-3.375,-33.38158,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,drainage water,stream,not applicable,not applicable,19960301,wet,site 2,0.58333,-5.37719,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil5,soil,shallow,bulk,19960901,wet,site 2,-3.08247,-26.36842,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil50,soil,deep,bulk,19960901,wet,site 2,-3.3299,-27.63158,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil90,soil,deep,bulk,19960901,wet,site 2,-3.16495,-31.42105,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,soil275,soil,deep,bulk,19960901,wet,site 2,-3.65979,-33.73684,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus grandis,Site,9999,not applicable,site 2,groundwater,groundwater,not applicable,not applicable,19960901,wet,site 2,-3.10309,-30.36842,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil5,soil,shallow,bulk,19951201,dry,site 3,0.38776,-13.57143,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil15,soil,shallow,bulk,19951201,dry,site 3,-2.18367,-21.53061,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil25,soil,shallow,bulk,19951201,dry,site 3,-3.12245,-24.38776,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil35,soil,deep,bulk,19951201,dry,site 3,-2.7551,-28.67347,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil70,soil,deep,bulk,19951201,dry,site 3,-3.08163,-25.20408,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil225,soil,deep,bulk,19951201,dry,site 3,-3.2449,-29.4898,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,groundwater,groundwater,not applicable,not applicable,19951201,dry,site 3,-3.28571,-28.67347,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,drainage water,stream,not applicable,not applicable,19951201,dry,site 3,-2.79592,-19.08163,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil5,soil,shallow,bulk,19960301,wet,site 3,2.57768,-11.73469,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil15,soil,shallow,bulk,19960301,wet,site 3,-1.23948,-22.14286,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil175,soil,deep,bulk,19960301,wet,site 3,-3.45939,-29.89796,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil425,soil,deep,bulk,19960301,wet,site 3,-3.29279,-28.26531,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,groundwater,groundwater,not applicable,not applicable,19960301,wet,site 3,-3.66264,-29.4898,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,drainage water,stream,not applicable,not applicable,19960301,wet,site 3,0.47272,-3.16327,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil15,soil,shallow,bulk,19960901,wet,site 3,-3.8,-29.10526,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil25,soil,shallow,bulk,19960901,wet,site 3,-3.04,-24.05263,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil70,soil,deep,bulk,19960901,wet,site 3,-3.32,-28.47368,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil175,soil,deep,bulk,19960901,wet,site 3,-3.36,-31,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil225,soil,deep,bulk,19960901,wet,site 3,-3.32,-30.36842,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,soil420,soil,deep,bulk,19960901,wet,site 3,-3.4,-30.78947,Fig 6.,NA,NA
Feikema,2010,Plant and soil,Eucalyptus camaldulensis,Site,9999,not applicable,site 3,groundwater,groundwater,not applicable,not applicable,19960901,wet,site 3,-3.4,-25.10526,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-1,-4,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-1,-9,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-2,-18,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-3,-16,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-3,-23,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-3,-24,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-3,-23,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-4,-16,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-4,-19,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-5,-23,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-5,-23,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-5,-21,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-5,-28,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-6,-32,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-5,-34,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (0-30cm),soil,shallow,bulk,20100505,dry,Mature,-6,-38,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,shallow,bulk,20100505,dry,Mature,-7,-48,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-6,-46,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-6,-47,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-7,-44,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-7,-46,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-6,-41,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-6,-39,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-6,-33,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-6,-37,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-6,-30,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-5,-27,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-5,-28,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-5,-25,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-3,-51,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-7,-50,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-7,-50,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-8,-52,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-8,-55,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-8,-61,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-8,-63,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-9,-60,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-9,-61,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-9,-64,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-11,-74,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil (35-100),soil,deep,bulk,20100505,dry,Mature,-6,-37,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-1,-14,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-1,-23,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-2,-25,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-2,-28,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-2,-20,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-3,-30,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-3,-34,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-3,-36,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-4,-37,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-4,-39,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-4,-34,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-4,-28,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-4,-31,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-3,-30,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-5,-28,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-5,-28,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-5,-31,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-5,-33,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-6,-33,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-6,-36,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-6,-44,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-6,-43,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-7,-45,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-7,-48,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-7,-50,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-7,-55,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-7,-60,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-8,-63,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-8,-60,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-11,-72,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (0-10cm),soil,shallow,bulk,20090301,dry,Secondary,-6,-47,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-6,-63,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-8,-60,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-9,-64,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-8,-61,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-8,-66,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-7,-68,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-9,-79,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-9,-71,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-9,-69,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-10,-78,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-10,-79,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-10,-76,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-10,-67,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-11,-74,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-12,-83,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Secondary,soil (35-100cm),soil,deep,bulk,20090301,dry,Secondary,-12,-82,Fig 5.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil lysimeter,soil,unknown,mobile,20100505,dry,Mature,-8,-45,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil lysimeter,soil,unknown,mobile,20100505,dry,Mature,-5,-23,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil lysimeter,soil,unknown,mobile,20100505,dry,Mature,-3,-11,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil cv,soil,unknown,bulk,20100505,dry,Mature,-5,-32,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil cv,soil,unknown,bulk,20100505,dry,Mature,-4,-35,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil cv,soil,unknown,bulk,20100505,dry,Mature,-4,-33,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil cv,soil,unknown,bulk,20100505,dry,Mature,-6,-37,Fig 6.,NA,NA
Goldsmith,2012,Ecohydrology,Several,Forest type,99999,not applicable,Mature,soil cv,soil,unknown,bulk,20100505,dry,Mature,-6,-42,Fig 6.,NA,NA
