"study","campaign","species_plant","natural","leaf_habit","leaf_shape","plant_group","growth_form","woodiness","season","climate_class","log","lat","elevation","map","mat","mean_offset","se_offset","n_offset","mean_dexcess","se_dexcess","mean_lcexcess","se_lcexcess","SWLslope","SWLslope.std.error","SWLslope.pvalue","SWLintercept","SWLintercept.std.error","SWLintercept.pvalue","SWLrsquared","n_SWL","lang","absoluteOffset"
"Liu_W-2014","Liu_W-2014-200411-NA","Cleistanthus sumatranus","natural","evergreen","broadleaved","angiosperm","tree","tree","dry","warm",101.265278,21.9275,700,1450,21.7,-7.77700051104036,NA,1,5,NA,-3.95,NA,8.93860274637204,0.573915992099058,1.08736851535851e-06,19.3472197356446,4.09398556925314,0.00214309498993642,0.971952104275374,9,66.8202764976958,7.77700051104036
"Liu_W-2014","Liu_W-2014-200411-NA","Lasiococca comberi var. pseudoverticillata","natural","evergreen","broadleaved","angiosperm","tree","tree","dry","warm",101.265278,21.9275,700,1450,21.7,-5.83839776466833,NA,1,6,NA,-2.99,NA,8.93860274637204,0.573915992099058,1.08736851535851e-06,19.3472197356446,4.09398556925314,0.00214309498993642,0.971952104275374,9,66.8202764976958,5.83839776466833
"Liu_Yang-2019","Liu_Yang-2019-201704-NA","Juglans regia","agricultural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","arid",114.53,37.51,110,516,13.4,-1.02177797687673,NA,1,1.57171,NA,-10.4337524,NA,5.40983677508333,0.853615246375313,0.00794486064397961,-13.9922596110256,6.40270063847789,0.116759858271429,0.930498685024682,5,38.5074626865672,1.02177797687673
"Liu_Yang-2019","Liu_Yang-2019-201705-NA","Juglans regia","agricultural","deciduous","broadleaved","angiosperm","tree","tree","dry","arid",114.53,37.51,110,516,13.4,-1.80214058288946,NA,1,1.64362999999999,NA,-10.315066,NA,4.84832028186956,0.218921403087189,0.000201550064577824,-17.6567737218106,1.63178585092889,0.00168861831670974,0.993920515549556,5,38.5074626865672,1.80214058288946
"Liu_Yang-2019","Liu_Yang-2019-201707-NA","Juglans regia","agricultural","deciduous","broadleaved","angiosperm","tree","tree","wet","arid",114.53,37.51,110,516,13.4,-0.42710496131593,NA,1,0.601180000000006,NA,-11.3041144,NA,6.18767921428193,0.287334999646491,0.000219124943663764,-11.7112608930185,2.06772782178911,0.0109000621003522,0.993572496910145,5,38.5074626865672,0.42710496131593
"Liu_Yang-2019","Liu_Yang-2019-201708-NA","Juglans regia","agricultural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","arid",114.53,37.51,110,516,13.4,-2.01602562429407,NA,1,0.307679999999998,NA,-11.5161664,NA,6.29619831720496,0.434073245861691,0.000710465431829277,-10.520335209389,3.08981644992308,0.0423105705285205,0.985941415212406,5,38.5074626865672,2.01602562429407
"Liu_Ziqiang-2018","Liu_Ziqiang-2018-2012-NA","several","natural","evergreen",NA,NA,"tree","tree","not applicable","arid",116.08,43.05,450,331,1.3,-7.0735345832783,1.72003041270106,16,-19.268629375,2.84268859384936,-23.230348975,2.12305875345187,4.14005735536098,0.478823307276883,7.76563517362998e-09,-36.5232903960806,4.2374048578121,8.22595624328584e-09,0.756983609381133,26,254.615384615385,7.0735345832783
"Liu_Ziqiang-2019","Liu_Ziqiang-2019-2013-NA","Platycladus orientalis  ","natural","evergreen","narrowleaved","gymnosperm","tree","tree","wet","arid",116.11,40.1,69,635,10.7,1.30465166778058,0.942440860768633,44,-14.2256238636364,1.2480359058633,-20.7957991363636,1.02814502181489,3.5808266285286,0.678042279736217,4.0121777015681e-06,-44.4254664683985,4.71220355818712,5.00453853077101e-12,0.393428921143077,45,59.3457943925234,1.30465166778058
"Liu_Ziqiang-2019","Liu_Ziqiang-2019-2013-NA","Quercus variabilis","natural","deciduous","broadleaved","angiosperm","tree","tree","wet","arid",116.11,40.1,69,635,10.7,-1.45392227007848,0.679682335943329,59,-16.5138745762712,0.827254594890441,-23.2224060847458,0.691890179685745,3.5808266285286,0.678042279736217,4.0121777015681e-06,-44.4254664683985,4.71220355818712,5.00453853077101e-12,0.393428921143077,45,59.3457943925234,1.45392227007848
"Liu_Ziqiang-2020","Liu_Ziqiang-2020-2017-NA","Populus simonii","natural","deciduous","broadleaved","angiosperm","tree","tree","wet","cold",115,41,1750,401,4.4,-1.59865489630373,0.439887215834631,341,11.4461364809384,0.832741693883916,-3.95332721642229,0.718222053673195,2.64856420878294,0.342432309075579,7.90670101140649e-11,-49.6259951111088,4.06185092357519,1.32980714503714e-18,0.475455540010742,68,91.1363636363636,1.59865489630373
"Luo_Zidong-2019","Luo_Zidong-2019-201704-NA","Cinammomum camphora","natural","evergreen","broadleaved","angiosperm","tree","tree","wet","warm",112.75,28.36,51,1363,17.8,-7.1671267011812,0.50515977768945,10,9.454656,0.510329799367689,-7.24491202,0.565931888080621,7.82383439442281,0.309328499386404,1.00734285643222e-22,15.7816943789098,1.67215295804081,9.15537864393531e-11,0.952362095315109,34,76.5730337078652,7.1671267011812
"Luo_Zidong-2019","Luo_Zidong-2019-201707-NA","Cinammomum camphora","natural","evergreen","broadleaved","angiosperm","tree","tree","wet","warm",112.75,28.36,51,1363,17.8,-7.25706231894167,0.835580921523258,8,8.8687725,0.514687134361913,-6.5139741625,0.515480743368698,9.98340915338448,0.369124835812378,4.0157113459456e-22,29.369412270476,3.2249817267989,5.27376710592082e-10,0.96186692884366,31,76.5730337078652,7.25706231894167
"Luo_Zidong-2019","Luo_Zidong-2019-201710-NA","Cinammomum camphora","natural","evergreen","broadleaved","angiosperm","tree","tree","dry","warm",112.75,28.36,51,1363,17.8,-5.98195084086599,0.85539701766707,9,5.55162555555556,0.892819090024076,-8.89199804444445,0.862755798671165,9.47352880821696,0.318458583009758,4.90646387368449e-21,23.3781349567327,2.81656746501223,1.1925748416402e-08,0.972525895897835,27,76.5730337078652,5.98195084086599
"Luo_Zidong-2019","Luo_Zidong-2019-201802-NA","Cinammomum camphora","natural","evergreen","broadleaved","angiosperm","tree","tree","dry","warm",112.75,28.36,51,1363,17.8,-7.25095619773439,1.66787138616118,4,6.369255,1.51026178778438,-8.63667145,1.54781245033254,10.0568741501453,0.502613627839658,1.07059141081196e-14,28.477619962108,4.01025897153712,6.98097126831754e-07,0.952422446464398,22,76.5730337078652,7.25095619773439
"Ma_Ying-2016","Ma_Ying-2016-2013-NA","Zea mays","agricultural",NA,NA,"angiosperm","C4 grass","non-woody","wet","cold",116.4333,39.61667,40.1,601,12.1,-2.21805421129934,0.602151989172206,30,4.77106295413333,0.622157863044756,-2.09306511922666,0.58067666496294,7.71741995710154,0.201801365669454,5.26546464167347e-83,4.98085467560835,1.62361328290083,0.00252847641600534,0.900277047780889,164,49.6694214876033,2.21805421129934
"Ma_Ying-2016","Ma_Ying-2016-2014-NA","Zea mays","agricultural",NA,NA,"angiosperm","C4 grass","non-woody","dry","cold",116.4333,39.61667,40.1,601,12.1,-0.623050857826802,0.760927601505609,30,0.437565264466667,0.97520969472784,-6.72319931379333,0.920862771468012,4.60146640987133,0.292907626719129,1.61727224588192e-35,-24.7725699041826,2.34399004311713,1.35405845224203e-20,0.579606986142526,181,49.6694214876033,0.623050857826802
"Marttila-2018","Marttila-2018-2015-NA","salix fragilis","natural",NA,NA,NA,NA,NA,"not applicable","warm",172.62,-43.02,580,768,10.4,-5.52437181184233,0.620748177256714,35,16.1746008571429,2.76657298338766,6.40028888,2.65127288040159,2.65740173856675,0.209807882881737,1.03518847565059e-10,-10.441939720306,1.52102702301241,1.50256309072404e-06,0.894105906254516,21,73.8461538461538,5.52437181184233
"McCole-2007","McCole-2007-2002-NA","Juniperus ashei","natural","evergreen","narrowleaved","gymnosperm","tree","tree","wet","warm",-98.4942,29.85549,350,856,19.2,4.12822411596934,2.87728285989481,6,6.44625666666666,1.52005151588505,-3.99672533333333,1.61817339037387,3.45173091935283,0.375119886953922,5.16684324046103e-08,-22.1531332906357,1.40605547270224,1.41611352770405e-11,0.832793691082795,19,44.5833333333333,4.12822411596934
"McCutcheon-2017","McCutcheon-2017-201203-MIDDLE","Artemesia tridentata","natural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","warm",-116.14,43.73,1595,576,5.2,-31.9271805302027,4.14859794278473,4,-19.4633275,5.65945667140756,-27.48307898,5.28775748430842,6.76542682398393,0.759068965679907,6.72217371586441e-07,-0.0852623149748666,12.9728533077428,0.994855837617176,0.859365092885152,15,110.769230769231,31.9271805302027
"McCutcheon-2017","McCutcheon-2017-201203-MIDDLE","Pinus ponderosa","natural","evergreen","narrowleaved","gymnosperm","tree","tree","not applicable","warm",-116.14,43.73,1595,576,5.2,-12.6342019392921,3.90951445014731,4,8.22124250000001,4.51644265491913,-1.85125129999999,4.36396629890307,6.76542682398393,0.759068965679907,6.72217371586441e-07,-0.0852623149748666,12.9728533077428,0.994855837617176,0.859365092885152,15,110.769230769231,12.6342019392921
"McCutcheon-2017","McCutcheon-2017-201203-MIDDLE","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-17.465724413038,7.35637034080544,2,-3.883595,6.655355,-12.17689808,6.82683664,6.76542682398393,0.759068965679907,6.72217371586441e-07,-0.0852623149748666,12.9728533077428,0.994855837617176,0.859365092885152,15,110.769230769231,17.465724413038
"McCutcheon-2017","McCutcheon-2017-201203-MIDDLE","salix lucida ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-30.0622977088931,3.01819998280451,2,-17.875915,3.759055,-25.82779198,3.57782782,6.76542682398393,0.759068965679907,6.72217371586441e-07,-0.0852623149748666,12.9728533077428,0.994855837617176,0.859365092885152,15,110.769230769231,30.0622977088931
"McCutcheon-2017","McCutcheon-2017-201203-MIDDLE","salix scouleriana ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-27.8958458510247,NA,1,-17.6902,NA,-25.1575512,NA,6.76542682398393,0.759068965679907,6.72217371586441e-07,-0.0852623149748666,12.9728533077428,0.994855837617176,0.859365092885152,15,110.769230769231,27.8958458510247
"McCutcheon-2017","McCutcheon-2017-201204-LOW","Artemesia tridentata","natural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","warm",-116.18,43.69,1036,441,8.3,-11.9819552158028,3.70430476476263,3,-14.8333533333333,3.47386860879113,-20.84224092,3.49662710050083,5.24653486094811,0.667556196706019,3.15229019460679e-07,-41.0939633744398,9.64969384714237,0.000472581706226287,0.774347985312211,20,53.1325301204819,11.9819552158028
"McCutcheon-2017","McCutcheon-2017-201204-LOW","Betula occidentalis","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-12.4208857246569,8.86633715237027,2,-21.85,15.75,-26.459,14.285,5.24653486094811,0.667556196706019,3.15229019460679e-07,-41.0939633744398,9.64969384714237,0.000472581706226287,0.774347985312211,20,53.1325301204819,12.4208857246569
"McCutcheon-2017","McCutcheon-2017-201204-LOW","Celtis reticulata","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-27.2674148092196,NA,1,-54.89999,NA,-55.63487954,NA,5.24653486094811,0.667556196706019,3.15229019460679e-07,-41.0939633744398,9.64969384714237,0.000472581706226287,0.774347985312211,20,53.1325301204819,27.2674148092196
"McCutcheon-2017","McCutcheon-2017-201204-LOW","Ericameria nauseosa","natural","evergreen","narrowleaved","angiosperm","shrub","shrub","not applicable","warm",-116.18,43.69,1036,441,8.3,-10.3928258289335,2.36003423330366,3,-17.8333233333333,5.78397692866634,-22.8655462066667,4.80222588366088,5.24653486094811,0.667556196706019,3.15229019460679e-07,-41.0939633744398,9.64969384714237,0.000472581706226287,0.774347985312211,20,53.1325301204819,10.3928258289335
"McCutcheon-2017","McCutcheon-2017-201204-LOW","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-7.1115043066793,1.85395652230376,2,-19.600035,3.50000499999999,-23.55792161,2.36056022999999,5.24653486094811,0.667556196706019,3.15229019460679e-07,-41.0939633744398,9.64969384714237,0.000472581706226287,0.774347985312211,20,53.1325301204819,7.1115043066793
"McCutcheon-2017","McCutcheon-2017-201204-LOW","salix lucida ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-14.7525830392792,NA,1,-27.70002,NA,-31.56024092,NA,5.24653486094811,0.667556196706019,3.15229019460679e-07,-41.0939633744398,9.64969384714237,0.000472581706226287,0.774347985312211,20,53.1325301204819,14.7525830392792
"McCutcheon-2017","McCutcheon-2017-201205-MIDDLE","Artemesia tridentata","natural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","warm",-116.14,43.73,1595,576,5.2,-9.15066586214414,0.894282568071261,4,-9.903975,1.343169612276,-18.985914085,1.27931056917087,5.84981664322622,0.617450361375178,4.94646192163941e-09,-30.1719404351078,9.48253622683903,0.00448857972315734,0.810400005360589,23,110.769230769231,9.15066586214414
"McCutcheon-2017","McCutcheon-2017-201205-MIDDLE","Pinus ponderosa","natural","evergreen","narrowleaved","gymnosperm","tree","tree","not applicable","warm",-116.14,43.73,1595,576,5.2,-7.6341921942775,3.7547064915406,5,-4.87349,4.90774157900454,-14.448983004,4.74102659700626,5.84981664322622,0.617450361375178,4.94646192163941e-09,-30.1719404351078,9.48253622683903,0.00448857972315734,0.810400005360589,23,110.769230769231,7.6341921942775
"McCutcheon-2017","McCutcheon-2017-201205-MIDDLE","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-4.79746765899531,1.99624907682489,3,-1.05056666666666,2.54771113777533,-10.7645743866667,2.46032555793768,5.84981664322622,0.617450361375178,4.94646192163941e-09,-30.1719404351078,9.48253622683903,0.00448857972315734,0.810400005360589,23,110.769230769231,4.79746765899531
"McCutcheon-2017","McCutcheon-2017-201205-MIDDLE","salix lucida ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-2.90481311135553,4.69398648587152,3,1.29301,5.12595918471201,-8.48433114666666,5.05973801462328,5.84981664322622,0.617450361375178,4.94646192163941e-09,-30.1719404351078,9.48253622683903,0.00448857972315734,0.810400005360589,23,110.769230769231,2.90481311135553
"McCutcheon-2017","McCutcheon-2017-201205-MIDDLE","salix scouleriana ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-25.5993995011208,NA,1,-36.99166,NA,-44.57932498,NA,5.84981664322622,0.617450361375178,4.94646192163941e-09,-30.1719404351078,9.48253622683903,0.00448857972315734,0.810400005360589,23,110.769230769231,25.5993995011208
"McCutcheon-2017","McCutcheon-2017-201206-LOW","Artemesia tridentata","natural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","warm",-116.18,43.69,1036,441,8.3,-1.98911514242676,0.495218929739564,3,-7.95454333333333,1.1103020307606,-13.94863442,1.01524727079183,3.82906118092205,0.553345442825242,1.01504231567477e-06,-63.789808537499,7.21973635015131,2.43067864998534e-08,0.705380489894075,22,53.1325301204819,1.98911514242676
"McCutcheon-2017","McCutcheon-2017-201206-LOW","Betula occidentalis","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-0.183588091827313,2.20417919380308,3,1.27652,2.86237291959544,-5.76082884000001,2.75591151548247,3.82906118092205,0.553345442825242,1.01504231567477e-06,-63.789808537499,7.21973635015131,2.43067864998534e-08,0.705380489894075,22,53.1325301204819,0.183588091827313
"McCutcheon-2017","McCutcheon-2017-201206-LOW","Celtis reticulata","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-3.56536949023466,NA,1,-9.05683999999999,NA,-15.11752022,NA,3.82906118092205,0.553345442825242,1.01504231567477e-06,-63.789808537499,7.21973635015131,2.43067864998534e-08,0.705380489894075,22,53.1325301204819,3.56536949023466
"McCutcheon-2017","McCutcheon-2017-201206-LOW","Ericameria nauseosa","natural","evergreen","narrowleaved","angiosperm","shrub","shrub","not applicable","warm",-116.18,43.69,1036,441,8.3,-2.83073440318779,2.19684528332766,3,-5.63635666666667,1.81836618007607,-12.07438768,1.86325936158275,3.82906118092205,0.553345442825242,1.01504231567477e-06,-63.789808537499,7.21973635015131,2.43067864998534e-08,0.705380489894075,22,53.1325301204819,2.83073440318779
"McCutcheon-2017","McCutcheon-2017-201206-LOW","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-2.98026850148213,2.39005122896442,2,-2.78408,6.18181,-9.64385326000001,5.64908326,3.82906118092205,0.553345442825242,1.01504231567477e-06,-63.789808537499,7.21973635015131,2.43067864998534e-08,0.705380489894075,22,53.1325301204819,2.98026850148213
"McCutcheon-2017","McCutcheon-2017-201206-LOW","salix lucida ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-0.115075054800741,NA,1,13.35229,NA,4.62797021999998,NA,3.82906118092205,0.553345442825242,1.01504231567477e-06,-63.789808537499,7.21973635015131,2.43067864998534e-08,0.705380489894075,22,53.1325301204819,0.115075054800741
"McCutcheon-2017","McCutcheon-2017-201207-HIGH","Pinus ponderosa","natural","evergreen","narrowleaved","gymnosperm","tree","tree","not applicable","warm",-116.1,43.74,1677,576,5.2,-4.26547969034141,0.582878290014717,3,-9.93611333333333,1.91254077338962,-18.5348466666667,1.7920497650859,3.94322350601779,0.877794784571175,0.00150576006937358,-64.7643445719995,13.1629910552018,0.000824397581134295,0.691567423793843,11,110.769230769231,4.26547969034141
"McCutcheon-2017","McCutcheon-2017-201207-HIGH","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.1,43.74,1677,576,5.2,1.15344812511298,0.514389146856087,3,0.283333333333336,1.29311746480271,-8.70116666666666,1.20019152129058,3.94322350601779,0.877794784571175,0.00150576006937358,-64.7643445719995,13.1629910552018,0.000824397581134295,0.691567423793843,11,110.769230769231,1.15344812511298
"McCutcheon-2017","McCutcheon-2017-201207-HIGH","Pseudotsuga menziesii","natural","evergreen","narrowleaved","gymnosperm","tree","tree","not applicable","warm",-116.1,43.74,1677,576,5.2,3.24062770020455,3.09084239037154,2,8.05,3.39999999999999,-1.39089999999999,2.8784,3.94322350601779,0.877794784571175,0.00150576006937358,-64.7643445719995,13.1629910552018,0.000824397581134295,0.691567423793843,11,110.769230769231,3.24062770020455
"McCutcheon-2017","McCutcheon-2017-201207-LOW","Artemesia tridentata","natural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","warm",-116.18,43.69,1036,441,8.3,-8.27124278724991,1.82986598493315,3,-12.83108,0.775248322431803,-19.8166362066667,0.902840568884093,3.26635245583398,0.367084450495332,9.65889294604823e-09,-78.1943598260521,4.66628117962593,5.18298474028469e-14,0.782557346371596,24,53.1325301204819,8.27124278724991
"McCutcheon-2017","McCutcheon-2017-201207-LOW","Betula occidentalis","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-0.770223844418041,NA,1,-4.01517999999999,NA,-11.16351138,NA,3.26635245583398,0.367084450495332,9.65889294604823e-09,-78.1943598260521,4.66628117962593,5.18298474028469e-14,0.782557346371596,24,53.1325301204819,0.770223844418041
"McCutcheon-2017","McCutcheon-2017-201207-LOW","Celtis reticulata","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-4.05372469910677,NA,1,-16.17427,NA,-22.22385138,NA,3.26635245583398,0.367084450495332,9.65889294604823e-09,-78.1943598260521,4.66628117962593,5.18298474028469e-14,0.782557346371596,24,53.1325301204819,4.05372469910677
"McCutcheon-2017","McCutcheon-2017-201207-LOW","Ericameria nauseosa","natural","evergreen","narrowleaved","angiosperm","shrub","shrub","not applicable","warm",-116.18,43.69,1036,441,8.3,-8.7204765004449,0.621347392215779,3,-17.22502,5.86743865065783,-23.7222428733333,5.17167255354085,3.26635245583398,0.367084450495332,9.65889294604823e-09,-78.1943598260521,4.66628117962593,5.18298474028469e-14,0.782557346371596,24,53.1325301204819,8.7204765004449
"McCutcheon-2017","McCutcheon-2017-201207-LOW","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-2.45417441421051,NA,1,-11.61619,NA,-18.03202138,NA,3.26635245583398,0.367084450495332,9.65889294604823e-09,-78.1943598260521,4.66628117962593,5.18298474028469e-14,0.782557346371596,24,53.1325301204819,2.45417441421051
"McCutcheon-2017","McCutcheon-2017-201207-LOW","salix lucida ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,-0.153062258665841,NA,1,-5.37034,NA,-12.27450862,NA,3.26635245583398,0.367084450495332,9.65889294604823e-09,-78.1943598260521,4.66628117962593,5.18298474028469e-14,0.782557346371596,24,53.1325301204819,0.153062258665841
"McCutcheon-2017","McCutcheon-2017-201207-MIDDLE","Artemesia tridentata","natural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","warm",-116.14,43.73,1595,576,5.2,-3.95583441201339,2.94564782880784,3,-13.0659266666667,5.48073247911972,-22.40633824,5.3004889895016,3.55170027375611,0.300034142280013,6.2818736019172e-10,-73.7785247041787,4.51165410128062,3.01376448930038e-12,0.886169639724188,20,110.769230769231,3.95583441201339
"McCutcheon-2017","McCutcheon-2017-201207-MIDDLE","Pinus ponderosa","natural","evergreen","narrowleaved","gymnosperm","tree","tree","not applicable","warm",-116.14,43.73,1595,576,5.2,1.09086857173141,2.40125413837639,5,-0.223786000000001,3.4175778208983,-10.09343848,3.33694204980982,3.55170027375611,0.300034142280013,6.2818736019172e-10,-73.7785247041787,4.51165410128062,3.01376448930038e-12,0.886169639724188,20,110.769230769231,1.09086857173141
"McCutcheon-2017","McCutcheon-2017-201207-MIDDLE","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-7.74237952770046,NA,1,-3.27936,NA,-13.54126518,NA,3.55170027375611,0.300034142280013,6.2818736019172e-10,-73.7785247041787,4.51165410128062,3.01376448930038e-12,0.886169639724188,20,110.769230769231,7.74237952770046
"McCutcheon-2017","McCutcheon-2017-201207-MIDDLE","salix lucida ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,3.64694551101577,2.23950378831595,2,-8.80186999999999,5.48634,-17.91561195,5.26590869,3.55170027375611,0.300034142280013,6.2818736019172e-10,-73.7785247041787,4.51165410128062,3.01376448930038e-12,0.886169639724188,20,110.769230769231,3.64694551101577
"McCutcheon-2017","McCutcheon-2017-201207-MIDDLE","salix scouleriana ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-3.89266066450676,NA,1,-13.93697,NA,-23.21395654,NA,3.55170027375611,0.300034142280013,6.2818736019172e-10,-73.7785247041787,4.51165410128062,3.01376448930038e-12,0.886169639724188,20,110.769230769231,3.89266066450676
"McCutcheon-2017","McCutcheon-2017-201209-LOW","Artemesia tridentata","natural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","warm",-116.18,43.69,1036,441,8.3,-2.93956301820513,0.591796126383487,3,-22.63506,2.06987780558016,-28.4882473866667,1.80433536631578,2.63924684305139,0.276901077191119,1.13377796710272e-08,-92.7260379128284,3.26664243290254,5.06435531114666e-17,0.827032191043838,21,53.1325301204819,2.93956301820513
"McCutcheon-2017","McCutcheon-2017-201209-LOW","Betula occidentalis","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,4.56284268433768,NA,1,-10.66536,NA,-17.00688072,NA,2.63924684305139,0.276901077191119,1.13377796710272e-08,-92.7260379128284,3.26664243290254,5.06435531114666e-17,0.827032191043838,21,53.1325301204819,4.56284268433768
"McCutcheon-2017","McCutcheon-2017-201209-LOW","Celtis reticulata","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,2.66561019339266,2.53168951210559,2,-20.720265,3.87789500000001,-26.17004608,3.17724410000001,2.63924684305139,0.276901077191119,1.13377796710272e-08,-92.7260379128284,3.26664243290254,5.06435531114666e-17,0.827032191043838,21,53.1325301204819,2.66561019339266
"McCutcheon-2017","McCutcheon-2017-201209-LOW","Ericameria nauseosa","natural","evergreen","narrowleaved","angiosperm","shrub","shrub","not applicable","warm",-116.18,43.69,1036,441,8.3,-0.289098691925337,3.58407221133931,3,-15.1288433333333,2.2011687318054,-21.5128275666667,2.35131811842734,2.63924684305139,0.276901077191119,1.13377796710272e-08,-92.7260379128284,3.26664243290254,5.06435531114666e-17,0.827032191043838,21,53.1325301204819,0.289098691925337
"McCutcheon-2017","McCutcheon-2017-201209-LOW","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,7.3081555767092,NA,1,-21.32193,NA,-26.19845072,NA,2.63924684305139,0.276901077191119,1.13377796710272e-08,-92.7260379128284,3.26664243290254,5.06435531114666e-17,0.827032191043838,21,53.1325301204819,7.3081555767092
"McCutcheon-2017","McCutcheon-2017-201209-LOW","salix lucida ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.18,43.69,1036,441,8.3,3.20312230102115,NA,1,-6.78086999999999,NA,-13.69565108,NA,2.63924684305139,0.276901077191119,1.13377796710272e-08,-92.7260379128284,3.26664243290254,5.06435531114666e-17,0.827032191043838,21,53.1325301204819,3.20312230102115
"McCutcheon-2017","McCutcheon-2017-201209-MIDDLE","Artemesia tridentata","natural","deciduous","broadleaved","angiosperm","tree","tree","not applicable","warm",-116.14,43.73,1595,576,5.2,-2.70598210094657,0.741572890336696,4,-15.96726,3.03946780225311,-25.42254281,2.85521012305034,2.93045709376825,0.176657506994554,2.72787212562277e-14,-88.8895047533691,2.50136051892609,1.33100647162224e-21,0.922863690633358,25,110.769230769231,2.70598210094657
"McCutcheon-2017","McCutcheon-2017-201209-MIDDLE","Pinus ponderosa","natural","evergreen","narrowleaved","gymnosperm","tree","tree","not applicable","warm",-116.14,43.73,1595,576,5.2,4.72459885900897,1.32273282141925,5,-0.547632000000002,3.59965654179451,-10.478833892,3.45908893517067,2.93045709376825,0.176657506994554,2.72787212562277e-14,-88.8895047533691,2.50136051892609,1.33100647162224e-21,0.922863690633358,25,110.769230769231,4.72459885900897
"McCutcheon-2017","McCutcheon-2017-201209-MIDDLE","Prunus virginiana","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,11.236241790169,NA,1,6.41664,NA,-3.54152565999999,NA,2.93045709376825,0.176657506994554,2.72787212562277e-14,-88.8895047533691,2.50136051892609,1.33100647162224e-21,0.922863690633358,25,110.769230769231,11.236241790169
"McCutcheon-2017","McCutcheon-2017-201209-MIDDLE","salix lucida ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,-1.09616761990306,NA,1,-9.95072,NA,-19.66851782,NA,2.93045709376825,0.176657506994554,2.72787212562277e-14,-88.8895047533691,2.50136051892609,1.33100647162224e-21,0.922863690633358,25,110.769230769231,1.09616761990306
"McCutcheon-2017","McCutcheon-2017-201209-MIDDLE","salix scouleriana ","natural",NA,NA,NA,NA,NA,"not applicable","warm",-116.14,43.73,1595,576,5.2,7.43993648433255,NA,1,1.09860999999998,NA,-8.76890432000001,NA,2.93045709376825,0.176657506994554,2.72787212562277e-14,-88.8895047533691,2.50136051892609,1.33100647162224e-21,0.922863690633358,25,110.769230769231,7.43993648433255
